org,count,category,code_id,code_display,concept_id,concept_name,vocab
YYY,180,진단검사,L4101^^01,AFB Stain (항산성형광염색 집균도말),32188-5,Microscopic observation [Identifier] in Cerebral spinal fluid by Acid fast stain,LOINC
ZZZ,51,진단검사,L41011^^01,"AFB Stain (형광법),이원",32188-5,Microscopic observation [Identifier] in Cerebral spinal fluid by Acid fast stain,LOINC
XXX,24,진단검사,L41011^^02,"미사용AFB Stain (형광법), 이원",32188-5,Microscopic observation [Identifier] in Cerebral spinal fluid by Acid fast stain,LOINC
XXX,13,진단검사,L355111^^02,"Protein EP(24hr urine), 씨젠",32210-7,Protein Fractions [Interpretation] in 24 hour Urine by Electrophoresis,LOINC
XXX,8659,진단검사,L3023^^02,LDH,32324-6,Lactate dehydrogenase [Enzymatic activity/volume] in Specimen,LOINC
XXX,2354,진단검사,L3023^^01,Lactate dehydrogenase,32324-6,Lactate dehydrogenase [Enzymatic activity/volume] in Specimen,LOINC
XXX,109,진단검사,L3070^^01,Ketone,32547-2,Ketones [Moles/volume] in Serum or Plasma by Test strip,LOINC
YYY,13,진단검사,L25142^^02,"(미사용)EBV real time PCR, 씨젠",32585-2,Epstein Barr virus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,LOINC
YYY,1,진단검사,L221201^^02,"Factor II assay, 이원",32635-5,Coagulation factor II inhibitor [Units/volume] in Platelet poor plasma by Coagulation assay,LOINC
YYY,2,진단검사,L51482^^01,"Cold Agglutinin, 씨젠",32672-8,Cold agglutinin [Presence] in Serum or Plasma,LOINC
ZZZ,1,진단검사,L5148^^02,Cold agglutinin,32672-8,Cold agglutinin [Presence] in Serum or Plasma,LOINC
XXX,2,진단검사,L2126^^02,Malaria smear,32700-7,Microscopic observation [Identifier] in Blood by Malaria smear,LOINC
XXX,1,진단검사,L3281^^02,"HER 2 단백질, 이원",32996-1,HER2 [Mass/volume] in Serum,LOINC
XXX,306,진단검사,L25113^^02,CMV 정량 PCR (Real-time),33006-8,Cytomegalovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,LOINC
XXX,30,진단검사,L25113^^01,CMV 정량 PCR (Real-time),33006-8,Cytomegalovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,LOINC
YYY,1,진단검사,L5016^^02,Stem cell count (CD34),33030-8,CD34 cells [#/volume] in Blood from Blood product unit,LOINC
YYY,13,진단검사,L355311^^02,"IFE (24hr urine), 씨젠",33042-3,Immunofixation for 24 hour Urine,LOINC
YYY,12,진단검사,L35531^^02,Urine IFE(24hrs urine),33042-3,Immunofixation for 24 hour Urine,LOINC
ZZZ,19,진단검사,L3736^^02,"Free Cortisol(24hrs urine), 이원",33346-8,Cortisol Free [Mass/volume] in 24 hour Urine,LOINC
ZZZ,9,진단검사,L3736^^01,"Free Cortisol(24hrs urine), 이원",33346-8,Cortisol Free [Mass/volume] in 24 hour Urine,LOINC
XXX,2,진단검사,L3173^^02,"Chloride, ascitic fluid",33366-6,Chloride [Moles/volume] in Peritoneal fluid,LOINC
XXX,1,진단검사,L7459151^^01,"유기산 대사 균형검사(검진), 이원",33477-1,Organic acids pattern [Interpretation] in Urine,LOINC
XXX,4,진단검사,L200301^^01,"Hemoglobin, other fluid",33509-1,Hemoglobin [Mass/volume] in Body fluid,LOINC
XXX,1,진단검사,L200301^^02,"Hemoglobin, other fluid",33509-1,Hemoglobin [Mass/volume] in Body fluid,LOINC
YYY,5733,진단검사,L8187^^02,NT-ProBNP (stat),33762-6,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,LOINC
YYY,1157,진단검사,L8187^^01,NT-proBNP (stat),33762-6,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,LOINC
YYY,59,진단검사,L3559^^01,"Cystatin C,이원",33863-2,Cystatin C [Mass/volume] in Serum or Plasma,LOINC
ZZZ,19,진단검사,L3559^^02,"Cystatin C, 이원",33863-2,Cystatin C [Mass/volume] in Serum or Plasma,LOINC
XXX,3077,진단검사,L8194^^02,Procalcitonin (stat),33959-8,Procalcitonin [Mass/volume] in Serum or Plasma,LOINC
XXX,862,진단검사,L8194^^01,Procalcitonin (stat),33959-8,Procalcitonin [Mass/volume] in Serum or Plasma,LOINC
XXX,7,진단검사,L3288^^01,Procalcitonin,33959-8,Procalcitonin [Mass/volume] in Serum or Plasma,LOINC
XXX,1,진단검사,L3288^^02,Procalcitonin,33959-8,Procalcitonin [Mass/volume] in Serum or Plasma,LOINC
XXX,1,진단검사,L79850^^02,"TBP gene mutation(SCA17), 이원",33981-2,TBP gene CAG repeats [Presence] in Blood or Tissue by Molecular genetics method,LOINC
YYY,13,진단검사,L3290^^02,"NTx (N-telopeptide), 씨젠",34271-7,Collagen crosslinked N-telopeptide [Mass/volume] in Urine,LOINC
YYY,30,진단검사,L2562^^02,Apo E genotype,34438-2,Apolipoprotein E phenotype [Identifier] in Blood,LOINC
YYY,20,진단검사,L2562^^01,Apo E genotype,34438-2,Apolipoprotein E phenotype [Identifier] in Blood,LOINC
ZZZ,10,진단검사,L3553^^01,Urine immunofixation electrophoresis (spot urine),34440-8,Immunoelectrophoresis for Urine,LOINC
XXX,5,진단검사,L3553^^02,Urine IFE(spot urine),34440-8,Immunoelectrophoresis for Urine,LOINC
XXX,1,진단검사,L830229^^02,"Fabry(GLA gene) mutation, 이원",34515-7,GLA gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,LOINC
XXX,6315,진단검사,L7029^^02,ABO/Rh Panel,34530-6,ABO and Rh group panel - Blood,LOINC
XXX,1244,진단검사,L7029^^01,ABO/Rh Panel,34530-6,ABO and Rh group panel - Blood,LOINC
XXX,22,진단검사,L7030^^01,(응급수술전용)ABO/Rh Panel,34530-6,ABO and Rh group panel - Blood,LOINC
YYY,16,진단검사,L70291^^01,"(검진용)ABO/Rh Panel, 이원",34530-6,ABO and Rh group panel - Blood,LOINC
YYY,50,진단검사,L3551^^02,Urine protein EP(spot urine),34539-7,Protein electrophoresis panel - Urine,LOINC
YYY,34,진단검사,L3551^^01,Urine protein electrophoresis (spot urine),34539-7,Protein electrophoresis panel - Urine,LOINC
ZZZ,150,진단검사,L2903^^02,Pleural fluid analysis,34562-9,Cell count and Differential panel - Pleural fluid,LOINC
XXX,37,진단검사,L2903^^01,Pleural fluid analysis,34562-9,Cell count and Differential panel - Pleural fluid,LOINC
XXX,67,진단검사,L2904^^02,Ascitic fluid analysis,34567-8,Cell count and Differential panel - Peritoneal fluid,LOINC
XXX,39,진단검사,L2904^^01,Ascitic fluid analysis,34567-8,Cell count and Differential panel - Peritoneal fluid,LOINC
XXX,1171,진단검사,L4044211^^02,"Clostridium difficile cytotoxin A/B, 씨젠",34712-0,Clostridioides difficile [Presence] in Stool,LOINC
YYY,112,진단검사,L4044211^^01,"Clostridium difficile cytotoxin A/B, 씨젠",34712-0,Clostridioides difficile [Presence] in Stool,LOINC
YYY,85,진단검사,L8451^^02,Prothrombin time - POCT(INR),34714-6,INR in Blood by Coagulation assay,LOINC
YYY,55,진단검사,L8451^^01,"Prothrombin time (INR), POCT",34714-6,INR in Blood by Coagulation assay,LOINC
ZZZ,1,진단검사,L2872461^^02,"DMPK gene (myotonic dystrophy1) [PCR & fragment analysis], 녹십자",34727-8,DMPK gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,LOINC
ZZZ,3,진단검사,L84118^^01,"HS-Omega-3 Index Test, 이원",35178-3,Omega 3 fatty acids (w3) [Moles/volume] in Serum or Plasma,LOINC
XXX,16,진단검사,L5044231^^02,"미사용Aspergillus Ag,이원",35383-9,Galactomannan Ag [Units/volume] in Serum or Plasma,LOINC
XXX,5,진단검사,L5044231^^01,"Aspergillus Ag, 이원",35383-9,Galactomannan Ag [Units/volume] in Serum or Plasma,LOINC
XXX,5,진단검사,L4443^^02,"HSV culture(CSF), 씨젠",35419-1,Herpes simplex virus identified in Cerebral spinal fluid by Organism specific culture,LOINC
XXX,2,진단검사,L5058^^02,"PRA screening,이원",35471-2,HLA Ab [Presence],LOINC
YYY,1,진단검사,L3436^^02,"Amikacin, 이원",35669-1,Amikacin [Mass/volume] in Serum or Plasma,LOINC
YYY,7,진단검사,L830232^^02,"미사용Gaucher Screening (beta-glucocerebrosidase), 이원",35693-1,GBA gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,LOINC
YYY,1,진단검사,L830231^^02,"Gaucher(GBA gene) mutation, 이원",35693-1,GBA gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,LOINC
ZZZ,47,진단검사,L3162^^02,"ADA, CSF",35703-8,Adenosine deaminase [Enzymatic activity/volume] in Cerebral spinal fluid,LOINC
XXX,147,진단검사,L3167^^02,"ADA, pleural fluid",35704-6,Adenosine deaminase [Enzymatic activity/volume] in Pleural fluid,LOINC
XXX,36,진단검사,L3167^^01,"Adenosine deaminase, pleural fluid",35704-6,Adenosine deaminase [Enzymatic activity/volume] in Pleural fluid,LOINC
XXX,1,진단검사,L441532^^02,"Adenovirus Ag, 씨젠",35705-3,Adenovirus Ag [Presence] in Nasopharynx,LOINC
XXX,31,진단검사,L251421^^02,EBV real time PCR,36923-1,Epstein Barr virus DNA [#/volume] (viral load) in Blood by NAA with probe detection,LOINC
XXX,2,진단검사,L251421^^01,EBV real time PCR,36923-1,Epstein Barr virus DNA [#/volume] (viral load) in Blood by NAA with probe detection,LOINC
YYY,9720,진단검사,L8121^^02,Ionized Ca (stat),38230-9,Calcium.ionized [Mass/volume] in Blood,LOINC
YYY,1438,진단검사,L8121^^01,Ionized Ca (stat),38230-9,Calcium.ionized [Mass/volume] in Blood,LOINC
YYY,12,진단검사,L2556^^02,"HHV Type 6 PCR, 이원",38351-3,Herpes virus 6 DNA panel - Specimen by NAA with probe detection,LOINC
ZZZ,1,진단검사,L2556^^01,"HHV Type 6 PCR,이원",38351-3,Herpes virus 6 DNA panel - Specimen by NAA with probe detection,LOINC
XXX,1,진단검사,L34466^^02,"(위탁전환)Voriconazole, LC-MS/MS",38370-3,Voriconazole [Mass/volume] in Serum or Plasma,LOINC
XXX,373,진단검사,L2510^^02,M.TBc/NTM PCR,38379-4,Mycobacterium tuberculosis complex DNA [Presence] in Specimen by NAA with probe detection,LOINC
XXX,135,진단검사,L2510^^01,M.tbc/NTM PCR,38379-4,Mycobacterium tuberculosis complex DNA [Presence] in Specimen by NAA with probe detection,LOINC
XXX,59,진단검사,L6003^^02,Protozoa cyst,38401-6,Protozoa identified in Specimen,LOINC
XXX,11,진단검사,L6003^^01,Protozoa cyst,38401-6,Protozoa identified in Specimen,LOINC
YYY,7,진단검사,L73116^^02,"Fecal Calprotectin, 씨젠",38445-3,Calprotectin [Mass/mass] in Stool,LOINC
YYY,3,진단검사,L73116^^01,"Fecal Calprotectin, 씨젠",38445-3,Calprotectin [Mass/mass] in Stool,LOINC
YYY,138,진단검사,L3279^^02,"Vitamin B6, 이원",38476-8,Mullerian inhibiting substance [Mass/volume] in Serum or Plasma,LOINC
ZZZ,29,진단검사,L3270^^02,"P1NP(Procollagen 1 N-terminal propeptide), 이원",38476-8,Mullerian inhibiting substance [Mass/volume] in Serum or Plasma,LOINC
XXX,8,진단검사,L3279^^01,"Vitamin B6,이원",38476-8,Mullerian inhibiting substance [Mass/volume] in Serum or Plasma,LOINC
XXX,5,진단검사,L3270^^01,"P1NP(Procollagen 1 N-terminal propeptide), 이원",38476-8,Mullerian inhibiting substance [Mass/volume] in Serum or Plasma,LOINC
XXX,52,진단검사,L3708^^02,"Metanephrine 2분획, free (Plasma), 이원",38494-1,Metanephrine Free [Mass/volume] in Serum or Plasma,LOINC
XXX,17,진단검사,L3708^^01,"Metanephrine 2분획, free (Plasma), 이원",38494-1,Metanephrine Free [Mass/volume] in Serum or Plasma,LOINC
YYY,1,진단검사,L12010302^^02,BRCA2 가족검사,38530-2,BRCA2 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,LOINC
YYY,1,진단검사,L5144^^02,Rubella IgG,40667-8,Rubella virus IgG Ab [Presence] in Serum or Plasma by Immunoassay,LOINC
YYY,1,진단검사,L5144^^01,Rubella IgG,40667-8,Rubella virus IgG Ab [Presence] in Serum or Plasma by Immunoassay,LOINC
ZZZ,17,진단검사,L5145^^02,"HSV IgM Ab, 씨젠",41149-6,Herpes simplex virus 1+2 IgM Ab [Presence] in Serum,LOINC
ZZZ,2,진단검사,L5145^^01,"HSV IgM Ab, 씨젠",41149-6,Herpes simplex virus 1+2 IgM Ab [Presence] in Serum,LOINC
XXX,4,진단검사,L51451^^02,"HSV IgM(CSF), 씨젠",41150-4,Herpes simplex virus 1+2 IgM Ab [Presence] in Cerebral spinal fluid,LOINC
XXX,2,진단검사,L71471^^02,"Chlamydia trachomatis IgM, 씨젠",41157-9,Chlamydia trachomatis IgM Ab [Presence] in Serum,LOINC
XXX,85,진단검사,L3268^^02,"CTx(C-telopeptide), 이원",41171-0,Collagen crosslinked C-telopeptide [Mass/volume] in Serum or Plasma,LOINC
XXX,7,진단검사,L3268^^01,"CTx(C-telopeptide),이원",41171-0,Collagen crosslinked C-telopeptide [Mass/volume] in Serum or Plasma,LOINC
YYY,34,진단검사,L44424^^02,"Parasite Ab IgG(Paragonimus westermani), 씨젠",41421-9,Paragonimus sp Ab [Presence] in Serum by Immunoblot,LOINC
YYY,1,진단검사,L44424^^01,"Parasite Ab IgG(Paragonimus westermani), 씨젠",41421-9,Paragonimus sp Ab [Presence] in Serum by Immunoblot,LOINC
YYY,5,진단검사,L251411^^02,BK virus real time PCR(blood),41479-7,BK virus DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC
ZZZ,6,진단검사,L254751^^02,BK virus real time PCR(urine),41480-5,BK virus DNA [#/volume] (viral load) in Urine by NAA with probe detection,LOINC
XXX,1,진단검사,L3542^^02,"Free light chain (Kappa, Lambda), urine",41759-2,Kappa light chains.free/Lambda light chains.free [Mass Ratio] in Urine,LOINC
XXX,53,진단검사,L5060^^02,"NK Cell Activity, 이원",41760-0,Interleukin 12 [Mass/volume] in Serum or Plasma,LOINC
XXX,9,진단검사,L5060^^01,"NK Cell Activity, 이원",41760-0,Interleukin 12 [Mass/volume] in Serum or Plasma,LOINC
XXX,1,진단검사,L25107^^02,"(미사용)M.tbc PCR,씨젠",41875-6,Bordetella pertussis and Bordetella parapertussis DNA panel - Specimen by NAA with probe detection,LOINC
XXX,12,진단검사,L3312^^02,"HbA1c(Variant Hb 검체용), 이원",41995-2,Hemoglobin A1c [Mass/volume] in Blood,LOINC
YYY,3,진단검사,L3312^^01,"HbA1c (변이형 Hb 검체용), 이원",41995-2,Hemoglobin A1c [Mass/volume] in Blood,LOINC
YYY,234,진단검사,L745913^^02,(1-3)-β-D-Glucan,42176-8,"1,3 beta glucan [Mass/volume] in Serum",LOINC
YYY,27,진단검사,L745913^^01,(1-3)-β-D-Glucan,42176-8,"1,3 beta glucan [Mass/volume] in Serum",LOINC
ZZZ,50,진단검사,L2927^^02,"Cytospin, CSF",42209-7,Microscopic observation [Identifier] in Cerebral spinal fluid by Cyto stain,LOINC
XXX,9,진단검사,L2927^^01,"Cytospin, CSF",42209-7,Microscopic observation [Identifier] in Cerebral spinal fluid by Cyto stain,LOINC
XXX,2,진단검사,L6210^^02,Cytospin,42209-7,Microscopic observation [Identifier] in Cerebral spinal fluid by Cyto stain,LOINC
XXX,1,진단검사,L32315^^01,"AFP-L3(%), 이원",42332-7,Alpha-1-Fetoprotein L3/Alpha-1-fetoprotein.total in Serum or Plasma,LOINC
XXX,4,진단검사,L72141^^02,"HSV type I IgG(CSF), 씨젠",42507-4,Herpes simplex virus 1 IgG Ab [Presence] in Cerebral spinal fluid,LOINC
XXX,4,진단검사,L72761^^02,"Varicella zoster IgG(CSF), 씨젠",42537-1,Varicella zoster virus IgG Ab [Presence] in Cerebral spinal fluid,LOINC
YYY,228,진단검사,L2593^^02,HBV-DNA 정량 PCR,42595-9,Hepatitis B virus DNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC
YYY,70,진단검사,L2593^^01,HBV-DNA 정량 PCR,42595-9,Hepatitis B virus DNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC
YYY,10,진단검사,L25821^^02,"JAK2 V617F mutation, 녹십자",43399-5,JAK2 gene p.Val617Phe [Presence] in Blood or Tissue by Molecular genetics method,LOINC
ZZZ,1,진단검사,L2582^^02,"JAK2 Gene, V617F mutation",43399-5,JAK2 gene p.Val617Phe [Presence] in Blood or Tissue by Molecular genetics method,LOINC
XXX,1,진단검사,L25821^^01,"JAK2 V617F mutation, 녹십자",43399-5,JAK2 gene p.Val617Phe [Presence] in Blood or Tissue by Molecular genetics method,LOINC
XXX,14,진단검사,L4051^^02,BAL Quantative Culture,43441-5,Bacteria identified in Bronchoalveolar lavage by Aerobe culture,LOINC
XXX,5,진단검사,L4051^^01,BAL Quantative Culture,43441-5,Bacteria identified in Bronchoalveolar lavage by Aerobe culture,LOINC
XXX,1,진단검사,L73119^^02,"Anti-Aquaporin 4 IgG Antibody, 이원",43638-6,Aquaporin 4 water channel IgG Ab [Presence] in Serum or Plasma,LOINC
YYY,1,진단검사,L73119^^01,"Anti-Aquaporin 4 IgG Antibody, 이원",43638-6,Aquaporin 4 water channel IgG Ab [Presence] in Serum or Plasma,LOINC
YYY,1,진단검사,L4442^^02,"CMV culture(Spot urine), 씨젠",43701-2,Cytomegalovirus [Presence] in Specimen by Shell vial culture,LOINC
YYY,283,진단검사,L3188^^02,"Amylase, other fluid",43816-8,Amylase [Presence] in Body fluid,LOINC
ZZZ,31,진단검사,L3188^^01,"Amylase, other fluid",43816-8,Amylase [Presence] in Body fluid,LOINC
ZZZ,55,진단검사,L35171^^02,"β-2 microglobulin (serum), 이원",43818-4,Beta-2-Microglobulin [Presence] in Serum,LOINC
XXX,1,진단검사,L441535^^02,"Influenza virus B Ag, 씨젠",43895-2,Influenza virus B Ag [Presence] in Nasopharynx,LOINC
XXX,1,진단검사,L3720^^02,"Porphyrin(정성), 이원",44014-9,Porphyrins [Interpretation] in Urine,LOINC
XXX,290,진단검사,L504423^^02,Aspergillus Ag (Serum),44099-0,Galactomannan Ag [Presence] in Serum or Plasma by Immunoassay,LOINC
XXX,36,진단검사,L504423^^01,Aspergillus Ag,44099-0,Galactomannan Ag [Presence] in Serum or Plasma by Immunoassay,LOINC
YYY,36,진단검사,L5083^^01,"IL 6 (Interleukin 6), 씨젠",44322-6,Interleukin 6 [Presence] in Serum or Plasma,LOINC
YYY,13,진단검사,L5083^^02,"IL 6 (Interleukin 6), 씨젠",44322-6,Interleukin 6 [Presence] in Serum or Plasma,LOINC
YYY,4,진단검사,L44431^^02,"HSV culture(Other), 씨젠",44484-4,Herpes simplex virus 2 [Presence] in Specimen by Organism specific culture,LOINC
ZZZ,7,진단검사,L50582^^02,PRA screening(Class II),44534-6,HLA Ab [Presence] in Serum,LOINC
XXX,7,진단검사,L50581^^02,PRA screening(Class I),44534-6,HLA Ab [Presence] in Serum,LOINC
XXX,283,진단검사,L80501^^02,Influenza virus Ag(stat),44567-6,Influenza virus A+B Ag [Presence] in Nose,LOINC
XXX,206,진단검사,L80502^^02,"Influenza virus Ag(ER, ICU용)",44567-6,Influenza virus A+B Ag [Presence] in Nose,LOINC
XXX,34,진단검사,L80502^^01,"Influenza virus Ag(ER, ICU용)",44567-6,Influenza virus A+B Ag [Presence] in Nose,LOINC
XXX,10,진단검사,L80501^^01,Influenza virus Ag(stat),44567-6,Influenza virus A+B Ag [Presence] in Nose,LOINC
YYY,1,진단검사,L80503^^02,Influenza virus Ag,44567-6,Influenza virus A+B Ag [Presence] in Nose,LOINC
YYY,3,진단검사,L721506^^02,"IgD, IgE (Immunofixation EP_urine), 씨젠",44591-6,IgD [Presence] in Urine by Immunofixation,LOINC
YYY,1,진단검사,L2595^^01,"HLA B51, 씨젠",44726-8,HLA-B51 [Presence],LOINC
ZZZ,2,진단검사,L7147^^02,"Chlamydia trachomatis IgG, 씨젠",44995-9,Chlamydia trachomatis B IgG Ab [Presence] in Serum,LOINC
XXX,2,진단검사,L2114^^02,Tzanck smear,45043-7,Microscopic observation [Identifier] in Specimen by Tzanck smear,LOINC
XXX,57,진단검사,L34861^^02,잠복결핵(IGRA),45323-3,Mycobacterium tuberculosis tuberculin stimulated gamma interferon [Presence] in Blood,LOINC
XXX,10,진단검사,L34861^^01,잠복결핵(IGRA),45323-3,Mycobacterium tuberculosis tuberculin stimulated gamma interferon [Presence] in Blood,LOINC
XXX,1,진단검사,L348610^^01,잠복결핵(IGRA),45323-3,Mycobacterium tuberculosis tuberculin stimulated gamma interferon [Presence] in Blood,LOINC
XXX,2,진단검사,L7324^^02,"Hemoglobin EP, 이원",4574-0,Hemoglobin E/Hemoglobin.total in Blood by Electrophoresis alkaline (pH 8.9),LOINC
YYY,115,진단검사,L51324^^02,M. pneumoniae IgG,46198-8,Mycoplasma pneumoniae IgG Ab [Presence] in Serum,LOINC
YYY,39,진단검사,L51322^^02,"M. pneumoniae IgG, 씨젠",46198-8,Mycoplasma pneumoniae IgG Ab [Presence] in Serum,LOINC
YYY,11,진단검사,L51324^^01,M. pneumoniae IgG,46198-8,Mycoplasma pneumoniae IgG Ab [Presence] in Serum,LOINC
ZZZ,2,진단검사,L50592^^02,PRA identification(Class II),46993-2,HLA Ab panel - Serum,LOINC
XXX,2,진단검사,L50591^^02,PRA identification(Class I),46993-2,HLA Ab panel - Serum,LOINC
XXX,2,진단검사,L5046^^02,HLA항체 단일항원동정검사(Class I),46994-0,HLA-A+B+C (class I) Ab in Serum,LOINC
XXX,2,진단검사,L5047^^02,HLA항체 단일항원동정검사(Class II),46995-7,HLA-DP+DQ+DR (class II) Ab in Serum,LOINC
XXX,1,진단검사,L3184^^01,"Adenosine deaminase, serum",47826-3,Adenosine deaminase [Enzymatic activity/volume] in Serum or Plasma,LOINC
YYY,9245,진단검사,L2265^^02,D-dimer assay,48065-7,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,LOINC
YYY,685,진단검사,L2265^^01,D-dimer assay,48065-7,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,LOINC
YYY,6,진단검사,L32541^^01,"NSE, other fluid",48164-8,Enolase.neuron specific [Mass/volume] in Body fluid,LOINC
ZZZ,4,진단검사,L32541^^02,"NSE, other fluid",48164-8,Enolase.neuron specific [Mass/volume] in Body fluid,LOINC
ZZZ,1,진단검사,L3556^^02,"Free light chain (Kappa, Lambda), serum",48378-4,Kappa light chains.free/Lambda light chains.free [Mass Ratio] in Serum,LOINC
XXX,1,진단검사,L15104^^01,C1 INH functional assay (알레르기내과 전용),48494-9,Complement C1 esterase inhibitor actual/normal in Serum or Plasma,LOINC
XXX,919,진단검사,L7388^^02,"Serum amyloid A, 씨젠",48498-0,Amyloid A [Mass/volume] in Serum or Plasma,LOINC
XXX,1,진단검사,L7388^^01,"Serum amyloid A, 씨젠",48498-0,Amyloid A [Mass/volume] in Serum or Plasma,LOINC
XXX,34,진단검사,L2267^^02,Platelet Aspirin Response Assay,49011-0,Platelet aggregation arachidonate induced [Units/volume] in Platelet rich plasma,LOINC
YYY,8,진단검사,L2267^^01,Platelet Aspirin Response Assay,49011-0,Platelet aggregation arachidonate induced [Units/volume] in Platelet rich plasma,LOINC
YYY,1037,진단검사,L2291^^01,Coagulation battery,49045-8,PT and aPTT and Fibrinogen panel - Platelet poor plasma by Coagulation assay,LOINC
YYY,781,진단검사,L2291^^02,Coagulation battery,49045-8,PT and aPTT and Fibrinogen panel - Platelet poor plasma by Coagulation assay,LOINC
ZZZ,1,진단검사,L259300^^02,"(미사용)HBV-DNA 정량 PCR, 녹십자",49362-7,Hepatitis B virus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,LOINC
XXX,1,진단검사,L259300^^01,"HBV-DNA 정량 PCR, 녹십자",49362-7,Hepatitis B virus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,LOINC
XXX,18,진단검사,L2533^^02,HCV RNA 정량 PCR,49376-7,Hepatitis C virus RNA [Units/volume] (viral load) in Specimen by NAA with probe detection,LOINC
XXX,3,진단검사,L2533^^01,HCV RNA 정량 PCR,49376-7,Hepatitis C virus RNA [Units/volume] (viral load) in Specimen by NAA with probe detection,LOINC
XXX,11,진단검사,L25114^^02,"HHV-8 PCR, 이원",49407-0,Herpes virus 8 DNA [#/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection,LOINC
XXX,1,진단검사,L25114^^01,"HHV-8 PCR,이원",49407-0,Herpes virus 8 DNA [#/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection,LOINC
YYY,66,진단검사,L3175^^02,"ADA, ascitic fluid",49759-4,Adenosine deaminase [Enzymatic activity/volume] in Peritoneal fluid,LOINC
YYY,13,진단검사,L3175^^01,"Adenosine deaminase, ascitic fluid",49759-4,Adenosine deaminase [Enzymatic activity/volume] in Peritoneal fluid,LOINC
YYY,71,진단검사,L7129^^02,"Anti GBM Ab, 씨젠",49774-3,Glomerular basement membrane Ab [Units/volume] in Serum,LOINC
ZZZ,8,진단검사,L7129^^01,"Anti GBM Ab, 씨젠",49774-3,Glomerular basement membrane Ab [Units/volume] in Serum,LOINC
XXX,1,진단검사,L25372^^01,"HBV drug resistance mutation, 씨젠",49883-2,Hepatitis B virus resistance panel by Genotype method,LOINC
XXX,5,진단검사,L2977^^01,"Cytospin, Bronchoalveolar lavage (BAL)",50007-4,Cytology report of Bronchoalveolar lavage Cyto stain,LOINC
XXX,4,진단검사,L2977^^02,"Cytospin, Bronchoalveolar lavage (BAL)",50007-4,Cytology report of Bronchoalveolar lavage Cyto stain,LOINC
XXX,10,진단검사,L2519^^02,"Parvovirus B19 PCR, 이원",50348-2,Parvovirus B19 DNA [Presence] in Blood by NAA with probe detection,LOINC
XXX,1,진단검사,L2519^^01,"Parvovirus B19 PCR, 이원",50348-2,Parvovirus B19 DNA [Presence] in Blood by NAA with probe detection,LOINC
YYY,486,진단검사,L6101^^02,Urinalysis,50556-0,Urinalysis dipstick panel - Urine by Automated test strip,LOINC
YYY,224,진단검사,L6101^^01,Urinalysis,50556-0,Urinalysis dipstick panel - Urine by Automated test strip,LOINC
YYY,5,진단검사,L6120^^01,"일반검진,뇨검사",50556-0,Urinalysis dipstick panel - Urine by Automated test strip,LOINC
ZZZ,3,진단검사,L6120^^02,"일반검진,뇨검사",50556-0,Urinalysis dipstick panel - Urine by Automated test strip,LOINC
XXX,39,진단검사,L25442^^02,"Chromosome, BM",50659-2,Chromosome analysis.interphase [Interpretation] in Bone marrow by FISH Narrative,LOINC
XXX,6,진단검사,L254421^^02,"Chromosome (Hematologic BM), 녹십자",50659-2,Chromosome analysis.interphase [Interpretation] in Bone marrow by FISH Narrative,LOINC
XXX,5,진단검사,L25442^^01,"Chromosome, BM",50659-2,Chromosome analysis.interphase [Interpretation] in Bone marrow by FISH Narrative,LOINC
XXX,2,진단검사,L254421^^01,"Chromosome (Hematologic BM), 녹십자",50659-2,Chromosome analysis.interphase [Interpretation] in Bone marrow by FISH Narrative,LOINC
YYY,805,진단검사,L8057^^01,"NMP-22, 정성(stat)",50666-7,Nuclear matrix protein 22 [Presence] in Urine,LOINC
YYY,241,진단검사,L8057^^02,"NMP-22, 정성(stat)",50666-7,Nuclear matrix protein 22 [Presence] in Urine,LOINC
YYY,11,진단검사,L7024^^02,Indirect Coombs` test,50959-6,Indirect antiglobulin test.unspecified reagent [Presence] in Serum or Plasma,LOINC
ZZZ,7,진단검사,L7024^^01,Indirect Coombs' test,50959-6,Indirect antiglobulin test.unspecified reagent [Presence] in Serum or Plasma,LOINC
